Zd15_mH30	1.76142
Zd15_mH40	3.38725
Zd20_mH50	6.01638
Zd25_mH60	11.4359
Zd30_mH70	24.8901
Zd35_mH80	40.2635
Zd40_mH90	51.096
Zd45_mH100	57.093
Zd15_mH30	1.76142
Zd15_mH40	3.38725
Zd20_mH50	6.01638
Zd25_mH60	11.4359
Zd30_mH70	24.8901
Zd35_mH80	40.2635
Zd40_mH90	51.096
Zd45_mH100	57.093
Zd15_mH30	1.76142
Zd15_mH40	3.38725
Zd20_mH50	6.01638
Zd25_mH60	11.4359
Zd30_mH70	24.8901
Zd35_mH80	40.2635
Zd40_mH90	51.096
Zd45_mH100	57.093
